satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,age,genre,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_Aucun,frequence_deplacement_Frequent,frequence_deplacement_Occasionnel,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,departement_Commercial,departement_Consulting,departement_Ressources Humaines,satisfaction_globale,stagnation_carriere,pression_travail
2,3,2,3,1,3,3,1,0.15,0,2,2,25,5,10,7,37,1,3,15,13,11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.7857142857142857,29
4,2,1,1,3,3,3,0,0.12,0,1,3,1,2,3,2,31,0,1,4,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.4,4
2,3,5,3,3,3,3,1,0.14,0,1,3,1,1,1,6,39,0,1,21,21,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.75,0.36363636363636365,5
3,4,4,1,4,2,3,0,0.11,0,3,0,6,3,7,7,56,1,9,36,7,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.875,9
2,3,2,3,2,3,3,0,0.11,0,0,6,12,3,4,4,30,1,0,6,5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.6666666666666666,15
2,4,3,1,3,3,3,0,0.16,0,1,2,1,3,0,7,41,0,1,10,10,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.6363636363636364,4
3,3,2,1,4,3,3,0,0.12,0,1,2,17,2,1,8,28,0,1,10,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.0,20
1,3,1,1,3,3,3,0,0.13,1,1,5,3,3,0,2,25,0,5,6,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6666666666666666,6
4,2,3,3,3,3,3,1,0.14,0,0,4,3,3,0,4,52,0,2,28,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.6666666666666666,7
1,3,1,4,4,2,4,0,0.21,0,2,3,10,2,0,2,45,0,3,8,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6666666666666666,14
4,3,4,4,4,1,3,0,0.13,0,0,2,4,2,1,4,52,1,2,31,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.25,0.3333333333333333,7
1,3,2,3,2,3,3,0,0.11,0,1,3,29,2,0,2,42,1,2,19,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6666666666666666,32
3,1,2,4,3,3,4,0,0.2,0,0,2,2,3,0,2,30,1,2,11,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.6666666666666666,6
1,3,5,1,4,1,3,0,0.11,0,0,5,7,3,11,10,60,1,5,33,29,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.75,0.26666666666666666,10
3,3,2,3,3,2,3,0,0.14,0,1,5,18,3,0,8,46,1,2,19,10,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.6363636363636364,21
4,2,2,4,4,4,3,0,0.11,0,3,4,28,4,0,4,42,1,0,7,6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.7142857142857143,31
1,3,1,2,2,3,3,1,0.16,1,0,4,1,1,1,4,24,1,1,6,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,5
4,1,1,3,4,2,3,0,0.16,1,1,3,6,2,1,0,34,1,0,3,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.6666666666666666,9
4,3,1,4,3,3,4,1,0.23,0,1,3,2,2,0,0,38,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,7
3,3,5,3,4,3,3,0,0.14,0,0,2,2,4,1,12,40,1,0,21,20,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.25,0.7142857142857143,5
1,3,1,4,2,1,4,0,0.22,0,2,3,23,3,0,2,26,1,1,3,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,27
3,3,1,4,3,1,3,0,0.15,0,1,3,3,3,1,4,30,0,4,9,5,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.5,6
2,2,3,3,3,3,3,0,0.18,0,0,2,3,4,0,7,29,0,1,10,10,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.18181818181818182,6
3,2,1,2,2,4,3,0,0.16,1,0,2,25,5,1,1,29,1,5,6,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6666666666666666,28
1,2,1,4,3,4,3,0,0.12,1,0,3,2,2,0,0,19,0,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5
3,3,3,1,3,3,3,0,0.11,0,0,3,22,4,7,8,30,1,0,10,9,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.8,25
1,2,4,4,3,2,3,0,0.12,0,1,3,29,3,0,0,57,0,3,32,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,0.0,32
2,2,4,3,2,3,3,0,0.15,0,1,2,29,4,15,7,50,0,0,28,27,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5,0.35714285714285715,32
3,3,1,4,3,2,3,0,0.14,0,0,2,2,3,6,7,30,1,0,12,11,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5833333333333334,5
3,2,3,1,4,4,3,0,0.19,0,0,5,28,3,13,11,60,1,4,22,18,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6842105263157895,31
1,3,2,4,3,3,3,0,0.13,0,3,2,2,2,0,4,47,1,5,20,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.0,5
1,3,4,3,3,1,3,0,0.13,0,0,2,2,3,0,1,46,0,6,26,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,5
4,1,1,3,3,3,3,0,0.15,0,0,2,22,3,4,3,35,0,0,6,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.6666666666666666,25
3,3,2,3,3,3,3,0,0.11,0,0,3,8,4,0,0,54,1,7,19,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11
4,2,1,3,3,3,3,0,0.12,0,1,3,2,4,5,7,34,0,3,14,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.375,5
3,2,3,4,3,3,3,1,0.19,0,1,3,10,3,1,2,46,1,2,15,3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.5,14
3,3,3,2,4,4,4,0,0.25,0,1,6,9,1,0,8,31,0,1,13,13,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.25,0.5714285714285714,13
2,3,3,3,4,4,3,1,0.12,1,0,2,15,1,7,7,33,0,7,15,7,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.25,0.75,19
1,1,1,4,1,3,3,0,0.13,1,3,2,10,1,1,3,33,0,7,8,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6,13
4,3,1,2,1,3,3,0,0.14,0,0,3,7,1,1,2,30,0,0,4,3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,10
4,3,3,3,3,3,3,1,0.12,0,0,2,16,3,0,0,35,0,4,10,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.7777777777777778,20
1,3,3,3,1,3,3,0,0.12,1,0,2,20,3,0,0,31,0,3,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,23
2,3,3,1,3,3,3,1,0.15,1,3,2,23,3,0,2,34,1,9,11,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.25,0.5,27
2,3,1,3,4,3,3,0,0.17,0,1,4,5,2,2,0,42,0,4,8,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,8
2,3,3,4,4,2,3,0,0.14,0,0,3,10,4,9,7,36,0,1,10,10,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.2727272727272727,13
3,2,1,3,3,3,3,0,0.16,1,0,3,4,1,1,2,22,0,5,4,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.6666666666666666,7
2,3,2,4,1,3,3,0,0.14,0,1,2,2,5,6,7,48,1,2,14,9,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.7,5
1,3,4,2,4,3,4,0,0.23,0,0,2,18,5,7,7,55,1,3,37,10,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,0.8181818181818182,22
4,3,2,4,4,3,3,0,0.14,0,0,3,10,2,1,10,41,0,7,16,14,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.75,0.2,13
2,3,2,3,3,3,3,0,0.11,0,0,2,1,3,6,9,35,0,9,15,11,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.75,4
2,3,4,3,3,3,3,0,0.15,0,0,3,6,3,5,13,40,1,7,22,20,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.2857142857142857,9
3,3,1,3,1,3,3,0,0.11,0,1,3,8,1,0,7,39,1,1,8,8,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.3333333333333333,11
2,3,2,4,3,4,3,1,0.13,0,0,2,2,1,0,5,31,0,4,10,6,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.7142857142857143,6
4,3,3,1,4,2,4,1,0.21,0,1,5,24,3,5,8,42,0,1,10,10,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.8181818181818182,29
4,3,2,2,2,4,3,0,0.19,0,1,3,2,3,3,7,45,0,0,9,8,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7777777777777778,5
2,3,1,3,2,2,3,1,0.11,1,1,2,17,4,1,0,26,1,0,8,7,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.25,0.875,21
4,3,2,4,2,4,3,0,0.12,0,2,2,19,3,1,2,29,0,4,8,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5,0.5,22
1,4,4,3,3,3,3,0,0.19,0,1,2,1,5,0,5,33,1,4,10,6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.14285714285714285,4
3,2,3,4,3,2,4,0,0.21,0,1,3,7,3,0,1,31,0,9,10,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,11
2,3,1,2,4,3,3,1,0.14,1,0,3,5,3,0,0,18,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.0,9
3,1,3,1,3,3,3,0,0.15,0,1,2,28,3,0,1,40,0,3,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,31
1,2,2,3,1,3,3,1,0.17,0,0,3,2,4,0,7,41,1,2,10,8,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7777777777777778,6
1,3,2,3,1,3,3,0,0.12,0,2,5,29,2,0,0,26,0,5,8,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,32
1,3,2,3,4,3,3,0,0.16,0,0,3,1,3,0,3,35,1,1,5,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.6666666666666666,4
4,4,2,4,4,3,3,0,0.12,0,0,3,21,4,5,7,34,0,1,10,10,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.75,0.6363636363636364,24
3,1,1,4,2,1,3,1,0.18,1,0,3,24,3,0,0,26,0,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,28
2,3,3,4,4,4,3,0,0.17,0,0,3,1,3,1,2,37,1,4,12,6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.5,0.7142857142857143,4
1,3,3,3,4,2,3,0,0.11,0,0,3,18,1,1,2,46,1,5,28,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.6666666666666666,21
2,3,4,1,2,3,3,0,0.16,0,1,2,2,5,11,8,41,1,7,22,18,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.8421052631578947,5
1,3,3,2,4,3,3,0,0.13,0,1,6,9,4,7,7,37,0,1,9,9,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,12
4,3,2,1,2,3,3,1,0.12,0,2,3,6,2,6,9,52,0,3,18,10,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.8181818181818182,10
4,4,2,3,4,3,3,0,0.12,1,0,2,11,4,1,2,32,0,8,6,4,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.4,14
4,3,1,4,3,3,3,0,0.13,0,2,3,24,3,2,1,24,0,0,3,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.6666666666666666,27
3,3,2,3,3,3,3,0,0.19,0,1,4,10,3,0,0,38,1,3,18,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,13
2,3,2,2,2,2,3,0,0.12,0,1,2,1,4,4,3,37,1,6,8,6,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.7142857142857143,4
4,2,5,3,3,3,3,1,0.17,0,1,5,18,4,0,9,49,0,1,31,31,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.28125,22
2,4,1,4,2,3,3,1,0.11,0,2,3,23,3,1,4,24,0,1,6,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.7142857142857143,27
1,3,2,2,4,4,4,0,0.2,0,2,5,28,2,1,4,26,0,1,6,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.5,32
4,2,1,2,4,3,4,0,0.21,0,1,2,17,2,0,0,24,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,21
1,3,5,2,3,3,3,0,0.11,0,1,2,3,3,10,7,50,0,1,32,32,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.25,0.15151515151515152,6
2,3,1,3,3,3,3,0,0.11,0,0,1,13,1,0,6,25,0,1,7,7,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.5,16
1,3,1,3,4,3,3,1,0.16,1,1,4,7,3,1,2,24,1,1,6,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.42857142857142855,11
2,2,1,1,3,4,3,0,0.18,1,1,2,12,4,0,0,30,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,15
2,2,1,4,4,3,3,1,0.13,0,1,3,1,2,1,3,34,0,1,6,6,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.7142857142857143,5
2,3,2,1,3,1,3,0,0.17,1,0,2,13,4,1,2,31,0,2,9,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.75,0.25,16
1,2,2,4,4,3,3,0,0.14,0,0,3,25,2,0,2,35,0,4,9,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,28
